2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:55 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:47:55 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:47:57 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:13 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:48:13 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:48:14 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:51 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 10:50:51 - price_service - INFO - Initializing price service module
2025-08-01 10:50:52 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 10:50:53 - price_service - INFO - Initializing price service module
2025-08-01 11:27:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-01 11:30:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:41 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:41 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:50 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 18:20:57 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 19:11:46 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 19:11:48 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 20:47:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 20:47:44 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 20:58:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 20:58:38 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 22:18:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 22:40:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 22:40:10 - price_service - INFO - Initializing price service module
2025-08-01 22:40:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 22:40:10 - price_service - INFO - Initializing price service module
2025-08-01 22:40:10 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-08-01 22:40:10 - price_service - INFO - Initializing price service module
2025-08-01 22:40:12 - price_service - INFO - Initializing price service module
2025-08-01 22:40:12 - price_service - INFO - Initializing price service module
2025-08-01 22:40:12 - price_service - INFO - Initializing price service module
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:23 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:27 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:42 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-01 23:23:43 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 00:15:31 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-02 01:56:15 - price_service - ERROR - Price update failed after 0.01 seconds
2025-08-02 02:46:57 - price_service - ERROR - Price update failed after 0.00 seconds
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:53:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:53:48 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:53:57 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:08 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:14 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:17 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:18 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:23 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:26 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:29 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:35 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:41 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:47 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:49 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:50 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:54:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:01 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:04 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:05 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:08 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:10 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:33 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-08-02 04:55:37 - price_service - WARNING - No price record found for 4 in USD, using default values
