2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:54 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:23:54 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:56 - price_service - INFO - Initializing price service module
2025-07-29 21:23:57 - price_service - INFO - Initializing price service module
2025-07-29 21:29:29 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:29 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:30 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:29:30 - price_service - INFO - Initializing price service module
2025-07-29 21:29:31 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:29:32 - price_service - INFO - Initializing price service module
2025-07-29 21:33:24 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:24 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:25 - price_service - DEBUG - Logger initialized for price_service at level DEBUG
2025-07-29 21:33:25 - price_service - INFO - Initializing price service module
2025-07-29 21:33:26 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:33:27 - price_service - INFO - Initializing price service module
2025-07-29 21:57:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:51 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:51 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:51 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:51 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:52 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:53 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:55 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:25:56 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:02 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:03 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:05 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:09 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:19 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:20 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:21 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:23 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:25 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:32 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:26:45 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:22 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:24 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:27 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:27:29 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:39 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:40 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:46 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:51 - price_service - WARNING - No price record found for 8 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 2 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 4 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 5 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 6 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 7 in USD, using default values
2025-07-31 09:31:57 - price_service - WARNING - No price record found for 8 in USD, using default values
